# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "6" "-a" "Mus_musculus.GRCm39.112.chrs_17-19.gtf" "-o" "GC1.featureCounts.txt" "GC1.bam" 
Geneid	Chr	Start	End	Strand	Length	GC1.bam
ENSMUSG00000034998	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	88748139;88748163;88748186;88748203;88767029;88770141;88770141;88770141;88770141;88781096;88783284;88783284;88783284;88786704;88786704;88791829;88791829;88793831;88793831	88748312;88748312;88748312;88748312;88767096;88770691;88770465;88770691;88770691;88781180;88785497;88783378;88783378;88786768;88786768;88791897;88791897;88794679;88797961	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7357	165
ENSMUSG00000034709	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	88837546;88837644;88850273;88850273;88852749;88854996;88856922;88857219;88858090;88862278;88863010;88866017;88866205;88869537;88869545;88873069;88873069;88876508;88880031;88882504;88882620;88882622;88884566;88884566;88884566;88886158;88886210;88886210;88887863;88887863;88889843;88889843;88891281;88891281;88895112;88895112	88837746;88837746;88850864;88850341;88852895;88855097;88857086;88857277;88858184;88862330;88863159;88866118;88866293;88869673;88869673;88873218;88873161;88876635;88880183;88882712;88882712;88882712;88884752;88884808;88884808;88886242;88886608;88886242;88887979;88887979;88889941;88889941;88891409;88891409;88895793;88895795	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4255	195
ENSMUSG00000023994	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	48693913;48693917;48693924;48696033;48696109;48696137;48696252;48697908;48698277;48698277;48698277;48698277;48698277;48698277;48698277;48698904;48698904;48698904;48698904;48698904;48698904;48698904;48698904;48699044;48699072;48699368;48699368;48699368;48699368;48699368;48699368;48699368;48699368;48699368;48699896;48700208;48700208;48700208;48700208;48700208;48700208;48700208;48700208;48700208;48700246;48700449;48700449;48700449;48700449;48700449;48700449;48700449;48700449;48700449;48702391;48702678;48702678;48702678;48702678;48702678;48702678;48702678;48702678;48704955;48706010;48706010;48706010;48706010;48706013;48707466;48707466;48707466;48707466;48707466;48707466;48707466;48716654;48716654;48716654;48716654;48716654;48716654;48716654	48696370;48696370;48696370;48696370;48696370;48696370;48696370;48698378;48698378;48698378;48698378;48698378;48698378;48698378;48698378;48699077;48699173;48699077;48699077;48699077;48699077;48699077;48699077;48699077;48699077;48699516;48699534;48699528;48699534;48699516;48699516;48699534;48699534;48699534;48699979;48700313;48700313;48700313;48700251;48700313;48700313;48700313;48700313;48700313;48700313;48700580;48700580;48700580;48700487;48700580;48700580;48700580;48700580;48700580;48702824;48703082;48702824;48702824;48702824;48702824;48702824;48702824;48702824;48707608;48706066;48706096;48706096;48706093;48706093;48707608;48707608;48707608;48707572;48707608;48707608;48707608;48716778;48716716;48716769;48716758;48716793;48716934;48716793	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7315	171
ENSMUSG00000103075	17	88840455	88840635	+	181	0
ENSMUSG00000033855	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	88905112;88905124;88933983;88933983;88934037;88934261;88934792;88942549;88942549;88942549;88942549;88942549;88942549;88951766;88951766;88951766;88951766;88952643;88952643;88952643;88952643;88955741;88969633	88905169;88905169;88934290;88934290;88934290;88934290;88934953;88944963;88945062;88944510;88944510;88943257;88944510;88951968;88951968;88951968;88951968;88953152;88953072;88953072;88952750;88956124;88970014	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4521	83
ENSMUSG00000117398	17	88915298	88915972	-	675	0
ENSMUSG00000040771	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	48717042;48717108;48717120;48717856;48717856;48717856;48718292;48718292;48718292;48721254;48721254;48722249;48722249;48723712;48723712	48717400;48717265;48717265;48717932;48717932;48717932;48718658;48718436;48718436;48721312;48721312;48722361;48722361;48724294;48724282	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1558	175
ENSMUSG00000117104	17;17	48724308;48728270	48724385;48728662	+;+	471	0
ENSMUSG00000117567	17;17;17;17	88969834;88970429;88971893;88972027	88970993;88970993;88972193;88972181	-;-;-;-	1461	0
ENSMUSG00000040694	17;17;17;17;17	48726259;48729969;48738531;48739507;48739507	48726661;48730533;48738707;48739646;48739958	-;-;-;-;-	1597	1
ENSMUSG00000024154	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	88976088;88976105;88976124;88978622;88978622;88978622;88978927;88978927;88978927;88997415;88997415;88999146;88999146;89001531;89001531;89001531;89004559;89018869;89019784;89022310	88976159;88976159;88976159;88978723;88978723;88978723;88979047;88979047;88979047;88997470;88997470;88999230;88999230;89002014;89002096;89002096;89004825;89019126;89019873;89022580	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1888	0
ENSMUSG00000023908	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	23945310;23945322;23945443;23945479;23951311;23951311;23951311;23951311;23952797;23952797;23953657;23953701;23953940;23953940;23953940;23954174;23954174;23954174;23954537;23954537;23954537;23955298;23955298;23955298;23955469;23955469;23955469;23955469	23945615;23945615;23945615;23945615;23951798;23953290;23953290;23951798;23953290;23953290;23953891;23954346;23954046;23954046;23954046;23954694;23954346;23954346;23954694;23954694;23954694;23955375;23955375;23955375;23955707;23955709;23955704;23955701	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3643	16
ENSMUSG00000023995	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	48754935;48755463;48755547;48755596;48756048;48756048;48756911;48756911;48756964;48756995;48757852;48757900;48758481;48758481;48758481	48758089;48755828;48755828;48755828;48756189;48756189;48757101;48757098;48757005;48757098;48758089;48758089;48758545;48758550;48758520	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3225	0
ENSMUSG00000023909	17;17;17;17;17;17	23955160;23956843;23957114;23957114;23958834;23959773	23956973;23956973;23957335;23957335;23959372;23959841	-;-;-;-;-;-	2644	20
ENSMUSG00000040680	17;17;17;17;17;17;17;17;17;17	23960171;23961171;23961331;23961536;23962194;23962529;23962727;23963517;23963909;23964713	23960945;23961249;23961456;23961868;23962347;23962653;23962818;23963691;23964077;23964807	-;-;-;-;-;-;-;-;-;-	2123	0
ENSMUSG00000024107	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	89023909;89044702;89047134;89057531;89057531;89057531;89061172;89061172;89062979;89062979;89065771;89065771;89065771;89072305;89072410;89072410;89072410;89072576;89072576;89072576;89072576;89074681;89074681;89074681;89077265;89077265;89077265;89079440;89079440;89079440;89079440;89081301;89099227;89099227;89099227	89024422;89050565;89050137;89057611;89057611;89057611;89061332;89061357;89063053;89063053;89065839;89065839;89065839;89072487;89072487;89072487;89072487;89072650;89072650;89072650;89072650;89074755;89074755;89074755;89077339;89077339;89077339;89079511;89079511;89079511;89079511;89081484;89099399;89099418;89099404	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7645	0
ENSMUSG00000117566	17	89163661	89164050	-	390	73
ENSMUSG00000032937	17;17;17;17;17;17;17;17;17;17	89292380;89295852;89309139;89309323;89316695;89318443;89352499;89354058;89404738;89507889	89293822;89296037;89309213;89309391;89316772;89318514;89352573;89354132;89404809;89508103	-;-;-;-;-;-;-;-;-;-	2360	0
ENSMUSG00000117364	17;17;17;17;17	89627655;89628726;89628956;89633567;89634367	89627676;89628845;89629285;89633677;89634761	+;+;+;+;+	978	0
ENSMUSG00000117524	17;17;17;17	89686669;89688056;89689612;89691987	89686877;89688159;89689664;89692421	+;+;+;+	801	0
ENSMUSG00000117511	17;17;17;17;17	90009325;90055645;90056548;90058078;90059782	90009588;90055755;90056620;90058271;90059954	-;-;-;-;-	815	0
ENSMUSG00000066878	17	90215890	90217877	-	1988	315
ENSMUSG00000117635	17;17;17;17;17	90263016;90265066;90266103;90271515;90283314	90263343;90265123;90266328;90271725;90284213	-;-;-;-;-	1723	0
ENSMUSG00000043592	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	48761929;48766567;48767513;48769204;48769363;48769388;48769394;48769412;48769432;48770390;48770390;48770390;48770390;48770390;48770390;48770605;48770605;48771470;48771470;48771470;48771502;48771509;48771509;48771944;48771944;48771944;48771944;48771944;48771944;48774344;48774344;48774344;48829707;48829707;48846465;48846465	48762000;48767012;48767813;48769466;48769466;48769466;48769466;48769466;48769466;48770491;48770491;48770491;48770491;48770491;48770491;48770672;48770672;48771570;48771570;48771570;48771570;48771570;48771570;48772057;48772057;48772057;48772057;48772057;48772057;48775706;48775714;48775708;48829797;48829814;48846635;48846742	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3224	1
ENSMUSG00000117019	17;17	48863761;48878881	48864060;48879215	+;+	635	0
ENSMUSG00000077708	17	48924851	48924982	+	132	0
ENSMUSG00002075943	17	48999478	48999735	-	258	0
ENSMUSG00000110276	17;17;17;17;17	49037427;49041035;49043338;49045445;49045629	49038638;49041082;49043456;49045494;49045774	-;-;-;-;-	1575	1
ENSMUSG00000040097	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	23971767;23972775;23974388;23974394;23974628;23974628;23975521;23975521;23975521;23975521;23979178;23979178;23979178;23979581;23979581;23979581;23981140;23981140;23981140;23981533;23981950;23981950;23981950;23981950;23989209;23990389;23990389	23972837;23972837;23974918;23974918;23974918;23974918;23975784;23975784;23975895;23975784;23979441;23979441;23979441;23980090;23980090;23980090;23981568;23981568;23981568;23981568;23982292;23982292;23982749;23982063;23989306;23990576;23990496	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4266	120
ENSMUSG00000115692	17;17	23984235;23985943	23984789;23986092	+;+	705	1
ENSMUSG00000086719	17;17	23990815;23996308	23991096;23996737	+;+	712	0
ENSMUSG00000040490	17;17;17	49239407;49376897;49403279	49239846;49378320;49404616	+;+;+	3202	0
ENSMUSG00002076674	17	49403317	49403461	-	145	0
ENSMUSG00000023911	17;17;17;17;17;17;17;17;17;17	23995890;23995933;23995966;23996786;23996786;23998602;23998602;23998602;24004975;24004975	23996073;23996073;23996073;23996914;23997087;23999030;23999030;23998765;24005026;24005055	-;-;-;-;-;-;-;-;-;-	996	1
ENSMUSG00000101012	17;17;17;17;17;17;17;17;17;17;17;17	49419291;49419291;49419293;49419293;49419401;49420201;49420201;49420201;49420345;49420345;49420372;49420462	49419877;49419877;49419877;49419877;49419877;49420563;49420253;49420274;49420464;49420521;49420543;49420556	-;-;-;-;-;-;-;-;-;-;-;-	950	0
ENSMUSG00000117115	17	49471739	49472786	-	1048	3
ENSMUSG00000064541	17	49599770	49599929	+	160	0
ENSMUSG00000117221	17;17;17;17;17;17;17	49611507;49613157;49614832;49615257;49618325;49618914;49619652	49612672;49613235;49615432;49615432;49619269;49618984;49619988	-;-;-;-;-;-;-	3128	0
ENSMUSG00000117198	17;17	49636931;49637795	49637087;49638524	-;-	887	0
ENSMUSG00000092268	17;17	49734966;49735626	49735121;49736268	-;-	799	4
ENSMUSG00000039218	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	24009506;24009636;24011364;24011364;24022161;24022195;24022208;24025906;24025906;24025906;24026892;24027040;24027040;24027040;24027040;24027072;24027328;24027328;24027328;24027328;24027328;24027328;24028943;24028943;24028943;24028943;24029387;24029387;24029713;24029713;24030005;24030005;24030613;24030613;24030646;24030791;24030874;24031402;24031402;24031402;24034096;24034096;24034096;24038282;24040361;24040895;24040895;24041387;24041387;24041387;24042499;24042765;24042765;24042990;24042990;24042990;24043190;24043190;24043190	24009919;24009919;24013215;24011485;24022372;24022372;24022281;24026176;24026176;24026176;24027147;24027147;24027147;24027147;24027147;24027147;24027682;24027492;24027492;24027492;24027492;24027492;24028980;24029002;24029020;24029020;24029449;24029449;24029745;24029745;24030055;24030055;24030705;24030705;24030705;24031051;24031594;24031574;24031594;24031594;24035466;24040664;24040664;24040664;24040664;24040989;24041502;24041634;24041674;24041674;24042878;24042878;24042878;24043094;24043094;24043094;24043301;24043715;24043710	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	12842	3645
ENSMUSG00000117219	17	24032188	24032474	-	287	17
ENSMUSG00000092981	17	24042265	24042343	+	79	23
ENSMUSG00000055839	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	24043712;24043714;24043719;24043778;24043778;24043779;24043783;24045560;24046016;24046442;24046442;24046442;24046442;24046442;24046442;24046442;24047556;24047618;24047721;24047818;24047818;24047818;24047818;24047818;24048057;24048057;24048057	24043953;24043953;24043953;24043953;24043953;24043953;24043953;24045640;24046547;24046547;24046547;24046547;24046547;24046547;24046547;24046547;24047785;24047777;24047805;24047922;24047849;24047952;24048057;24047952;24048088;24048072;24048110	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1398	231
ENSMUSG00000064120	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	49735390;49735392;49735438;49735470;49735470;49740198;49740198;49740198;49740198;49740224;49742123;49742123;49742123;49742123;49742123;49742123;49742343;49744739;49746450;49746450;49746450;49746450;49756128;49756128;49756128;49756128;49756463;49756463;49756463;49756463;49756777;49756777;49756777;49756777;49757290;49757290;49757290;49757290;49759239;49759239;49759239;49759239;49759312;49759823;49759823;49759823;49759823;49761058;49761058;49761058;49761058;49761058;49762285	49735592;49735592;49735592;49735592;49735592;49740324;49740324;49740324;49740324;49740324;49742224;49742290;49742290;49742290;49742290;49742290;49742560;49744969;49746614;49746624;49746614;49746614;49756189;49756189;49756189;49756189;49756574;49756574;49756574;49756574;49756889;49756889;49756889;49756889;49757400;49757400;49757400;49757400;49759359;49759359;49759359;49759359;49759359;49759870;49759885;49759870;49759885;49761229;49761818;49761818;49762463;49762460;49762463	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3110	1077
ENSMUSG00000049620	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	24052321;24052714;24053165;24053165;24053571;24053571;24053642;24053972;24053972;24053972;24054250;24054250;24054250;24054496;24054651;24054651;24055017	24052997;24052997;24053334;24053334;24053842;24053842;24053842;24054134;24054134;24054134;24054741;24054297;24054273;24054571;24054713;24054717;24055030	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1788	0
ENSMUSG00000024114	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	24055759;24055759;24056465;24056465;24060026;24061219;24061219;24061220;24062416;24062416;24062416;24062416;24062813;24062813;24062813;24062931;24062931;24062931;24062931;24063051;24063051;24063074	24056122;24056122;24056622;24056622;24061499;24061499;24061499;24061499;24062845;24062584;24062584;24062584;24062845;24062845;24062845;24063123;24062957;24062957;24062957;24063146;24063146;24063129	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2642	1
ENSMUSG00000048992	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	24062829;24072517;24072760;24072852;24073353;24073353;24073353;24073353;24074945;24074945;24074945;24076213;24076213;24076239;24078054;24078054;24078054	24062972;24072900;24072900;24072900;24073426;24073515;24073437;24073515;24075225;24075225;24075225;24076376;24076376;24076376;24078310;24078750;24078753	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1836	0
ENSMUSG00000089697	17;17	24072133;24077509	24074761;24077621	-;-	2742	0
ENSMUSG00000024116	17;17;17;17;17;17;17;17	24087030;24087273;24087590;24088333;24090218;24091345;24091769;24091769	24087171;24087299;24087755;24088616;24091499;24091499;24092088;24092087	+;+;+;+;+;+;+;+	2221	0
ENSMUSG00000040260	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	49763050;49765455;49766081;49766081;49767635;49767635;49769169;49769169;49770954;49770954;49771491;49771491;49776401;49776401;49776688;49776688;49778991;49778991;49780314;49780314;49781137;49783476;49786694;49786694;49787270;49787458;49787458;49787752;49787752;49787752;49789955;49789955;49789955;49792405;49792405;49792405;49793472;49793472;49793472;49795215;49795215;49795215;49795973;49795973;49795973;49797022;49797022;49797022;49800849;49800849;49800849;49801403;49801403;49801403;49802534;49803153;49803153;49803153;49805734;49805734;49805734;49805734;49871231;49871231;49871231;49871231	49765775;49765775;49766251;49766251;49767766;49767766;49769229;49769229;49771061;49771061;49771659;49771659;49776489;49776489;49776794;49776794;49779075;49779075;49780420;49783583;49781280;49783583;49786993;49786993;49787642;49787642;49787642;49787810;49787810;49787810;49790093;49790093;49790093;49792522;49792522;49792522;49793538;49793538;49793538;49795318;49795318;49795318;49796083;49796083;49796083;49797355;49797355;49797355;49800943;49800943;49800943;49801477;49801477;49801477;49803242;49803242;49803242;49803242;49805959;49805959;49805959;49805959;49871334;49871365;49871371;49871365	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9769	44
ENSMUSG00000096445	17;17;17;17	24099850;24099973;24100345;24101429	24099883;24100053;24100447;24101827	+;+;+;+	617	0
ENSMUSG00000023999	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	49922164;49922167;49922200;49927621;49927621;49927621;49931480;49931480;49931480;49933177;49978061;49978061;49978061;49982305;49982305;49982305;49993419;49993419;50014538;50014538;50021023;50021023;50021138;50022092;50022092;50022092;50029269;50029269;50029269;50045781;50060850;50060850;50060850;50060850;50060939;50062129;50062129;50062129;50062129;50062129;50065450;50065450;50139169;50146180;50177922;50194656;50197032;50197032;50198718;50198718;50202828;50202828;50208280;50208280;50208789;50208789;50210604;50210604;50215805;50215805	49922330;49922330;49922330;49927730;49927730;49927730;49931554;49931554;49931554;49933256;49978208;49978208;49978208;49982414;49982413;49982414;49993548;49993548;50014744;50014744;50021166;50021166;50021166;50022178;50022178;50022178;50029372;50029372;50029372;50045882;50060955;50060955;50060955;50060955;50060955;50062418;50062416;50062264;50062264;50062416;50066061;50065665;50139277;50146235;50177972;50196374;50197116;50197116;50198853;50198853;50202910;50202910;50208327;50208327;50208878;50208878;50210698;50210698;50216875;50216875	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6015	0
